Language,subj,age,age_scaled,task,prompt,spanish,num_responses,response,correct,correct_either,wrong_adjacent,wrong_euc_dist
Spanish,sp_11,7.5,-0.9654054054054058,Production,65,Rosa,1,,0,0,,
Spanish,sp_12,9.5,1.0345945945945942,Comprehension,Amarillo,Amarillo,1,266,0,0,0,78.3975446044071
Spanish,sp_12,9.5,1.0345945945945942,Comprehension,Blanco,Blanco,1,291,0,0,0,62.69189022513199
Spanish,sp_12,9.5,1.0345945945945942,Comprehension,Celeste,Celeste,1,121,0,0,,
Spanish,sp_12,9.5,1.0345945945945942,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_12,9.5,1.0345945945945942,Comprehension,Marron,Marron,1,325,0,0,0,71.70394549813838
Spanish,sp_12,9.5,1.0345945945945942,Comprehension,Morado,Morado,1,65,0,0,1,36.901482355049104
Spanish,sp_12,9.5,1.0345945945945942,Comprehension,Naranja,Naranja,1,266,0,0,1,28.373205670138866
Spanish,sp_12,9.5,1.0345945945945942,Comprehension,Negro,Negro,1,325,0,0,0,49.65288410555826
Spanish,sp_12,9.5,1.0345945945945942,Comprehension,Rojo,Rojo,1,245,1,1,,
Spanish,sp_12,9.5,1.0345945945945942,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_12,9.5,1.0345945945945942,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_12,9.5,1.0345945945945942,Production,121,Naranja,1,,0,0,,
Spanish,sp_12,9.5,1.0345945945945942,Production,234,Verde,1,,0,0,,
Spanish,sp_12,9.5,1.0345945945945942,Production,245,Rojo,1,Azul,0,0,0,103.67861158406781
Spanish,sp_12,9.5,1.0345945945945942,Production,266,Marron,1,Rojo,0,0,1,24.87548592490205
Spanish,sp_12,9.5,1.0345945945945942,Production,274,Blanco,1,,0,0,,
Spanish,sp_12,9.5,1.0345945945945942,Production,291,Azul,1,Rojo,0,0,0,103.67861158406781
Spanish,sp_12,9.5,1.0345945945945942,Production,297,Amarillo,1,,0,0,,
Spanish,sp_12,9.5,1.0345945945945942,Production,312,Negro,1,Wiso,0,1,,
Spanish,sp_12,9.5,1.0345945945945942,Production,325,Morado,1,,0,0,,
Spanish,sp_12,9.5,1.0345945945945942,Production,46,Gris,1,Morado,0,0,0,52.86956118599813
Spanish,sp_12,9.5,1.0345945945945942,Production,65,Rosa,1,,0,0,,
Spanish,sp_13,9.8,1.334594594594595,Comprehension,Amarillo,Amarillo,1,234,0,0,1,119.88323068719829
Spanish,sp_13,9.8,1.334594594594595,Comprehension,Blanco,Blanco,1,46,0,0,1,39.51001012401794
Spanish,sp_13,9.8,1.334594594594595,Comprehension,Celeste,Celeste,1,121,0,0,,
Spanish,sp_13,9.8,1.334594594594595,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_13,9.8,1.334594594594595,Comprehension,Marron,Marron,1,46,0,0,1,57.67650214775511
Spanish,sp_13,9.8,1.334594594594595,Comprehension,Morado,Morado,1,325,1,1,,
Spanish,sp_13,9.8,1.334594594594595,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_13,9.8,1.334594594594595,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_13,9.8,1.334594594594595,Comprehension,Rojo,Rojo,1,325,0,0,1,66.94457558308963
Spanish,sp_13,9.8,1.334594594594595,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_13,9.8,1.334594594594595,Comprehension,Verde,Verde,1,291,0,0,1,86.72483439015609
Spanish,sp_13,9.8,1.334594594594595,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_13,9.8,1.334594594594595,Production,234,Verde,2,"Azul, Yankon",0,0.5,1,86.72483439015609
Spanish,sp_13,9.8,1.334594594594595,Production,245,Rojo,1,Joshin,0,1,,
Spanish,sp_13,9.8,1.334594594594595,Production,266,Marron,1,Joshin,0,0,,
Spanish,sp_13,9.8,1.334594594594595,Production,274,Blanco,2,"Joxo, Blanco",0.5,1,,
Spanish,sp_13,9.8,1.334594594594595,Production,291,Azul,1,Azul,1,1,,
Spanish,sp_13,9.8,1.334594594594595,Production,297,Amarillo,1,Panshin,0,1,,
Spanish,sp_13,9.8,1.334594594594595,Production,312,Negro,1,Wiso,0,1,,
Spanish,sp_13,9.8,1.334594594594595,Production,325,Morado,1,,0,0,,
Spanish,sp_13,9.8,1.334594594594595,Production,46,Gris,1,Azul,0,0,0,48.65279642528269
Spanish,sp_13,9.8,1.334594594594595,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_14,7,-1.4654054054054058,Comprehension,Amarillo,Amarillo,1,325,0,0,0,146.31869463605804
Spanish,sp_14,7,-1.4654054054054058,Comprehension,Blanco,Blanco,1,312,0,0,0,70.54001772044006
Spanish,sp_14,7,-1.4654054054054058,Comprehension,Celeste,Celeste,1,245,0,0,,
Spanish,sp_14,7,-1.4654054054054058,Comprehension,Gris,Gris,1,65,0,0,0,59.738584683602944
Spanish,sp_14,7,-1.4654054054054058,Comprehension,Marron,Marron,1,266,1,1,,
Spanish,sp_14,7,-1.4654054054054058,Comprehension,Morado,Morado,1,325,1,1,,
Spanish,sp_14,7,-1.4654054054054058,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_14,7,-1.4654054054054058,Comprehension,Negro,Negro,1,266,0,0,0,60.40144451915037
Spanish,sp_14,7,-1.4654054054054058,Comprehension,Rojo,Rojo,1,266,0,0,1,24.87548592490205
Spanish,sp_14,7,-1.4654054054054058,Comprehension,Rosa,Rosa,1,325,0,0,1,36.901482355049104
Spanish,sp_14,7,-1.4654054054054058,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_14,7,-1.4654054054054058,Production,121,Naranja,1,Joshin,0,0,,
Spanish,sp_14,7,-1.4654054054054058,Production,234,Verde,2,"Yankon, Verde",0.5,1,,
Spanish,sp_14,7,-1.4654054054054058,Production,245,Rojo,1,Joshin,0,1,,
Spanish,sp_14,7,-1.4654054054054058,Production,266,Marron,1,Naranja,0,0,1,28.373205670138866
Spanish,sp_14,7,-1.4654054054054058,Production,274,Blanco,1,Joxo,0,1,,
Spanish,sp_14,7,-1.4654054054054058,Production,291,Azul,1,,0,0,,
Spanish,sp_14,7,-1.4654054054054058,Production,297,Amarillo,2,"Panshin, Amarillo",0.5,1,,
Spanish,sp_14,7,-1.4654054054054058,Production,312,Negro,1,Wiso,0,1,,
Spanish,sp_14,7,-1.4654054054054058,Production,325,Morado,1,Azul,0,0,1,49.45158137006339
Spanish,sp_14,7,-1.4654054054054058,Production,46,Gris,1,Joxo,0,0,,
Spanish,sp_14,7,-1.4654054054054058,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_15,9.4,0.9345945945945946,Comprehension,Amarillo,Amarillo,1,325,0,0,0,146.31869463605804
Spanish,sp_15,9.4,0.9345945945945946,Comprehension,Blanco,Blanco,1,121,0,0,0,80.65681620297195
Spanish,sp_15,9.4,0.9345945945945946,Comprehension,Celeste,Celeste,1,266,0,0,,
Spanish,sp_15,9.4,0.9345945945945946,Comprehension,Gris,Gris,1,274,0,0,1,39.51001012401794
Spanish,sp_15,9.4,0.9345945945945946,Comprehension,Marron,Marron,1,312,0,0,0,60.40144451915037
Spanish,sp_15,9.4,0.9345945945945946,Comprehension,Morado,Morado,1,297,0,0,0,146.31869463605804
Spanish,sp_15,9.4,0.9345945945945946,Comprehension,Naranja,Naranja,1,245,0,0,1,26.93551187558908
Spanish,sp_15,9.4,0.9345945945945946,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_15,9.4,0.9345945945945946,Comprehension,Rojo,Rojo,1,234,0,0,0,113.85965396047891
Spanish,sp_15,9.4,0.9345945945945946,Comprehension,Rosa,Rosa,1,325,0,0,1,36.901482355049104
Spanish,sp_15,9.4,0.9345945945945946,Comprehension,Verde,Verde,1,65,0,0,0,114.9480012875387
Spanish,sp_15,9.4,0.9345945945945946,Production,121,Naranja,2,"Naranja, Rojo",0.5,0.5,1,26.93551187558908
Spanish,sp_15,9.4,0.9345945945945946,Production,234,Verde,1,Yankon,0,1,,
Spanish,sp_15,9.4,0.9345945945945946,Production,245,Rojo,2,"Joshin, Rojo",0.5,1,,
Spanish,sp_15,9.4,0.9345945945945946,Production,266,Marron,1,Azul,0,0,0,99.37024655297984
Spanish,sp_15,9.4,0.9345945945945946,Production,274,Blanco,2,"Joxo, Rojo",0,0.5,0,85.85165694382374
Spanish,sp_15,9.4,0.9345945945945946,Production,291,Azul,1,Yankon,0,1,,
Spanish,sp_15,9.4,0.9345945945945946,Production,297,Amarillo,1,Naranja,0,0,1,69.81768687087822
Spanish,sp_15,9.4,0.9345945945945946,Production,312,Negro,2,"Wiso, Rojo",0,0.5,0,72.88365866228177
Spanish,sp_15,9.4,0.9345945945945946,Production,325,Morado,1,,0,0,,
Spanish,sp_15,9.4,0.9345945945945946,Production,46,Gris,1,Joxo,0,0,,
Spanish,sp_15,9.4,0.9345945945945946,Production,65,Rosa,1,Verde,0,0,0,114.9480012875387
Spanish,sp_16,10,1.5345945945945942,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_16,10,1.5345945945945942,Comprehension,Blanco,Blanco,1,274,1,1,,
Spanish,sp_16,10,1.5345945945945942,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_16,10,1.5345945945945942,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_16,10,1.5345945945945942,Comprehension,Marron,Marron,1,266,1,1,,
Spanish,sp_16,10,1.5345945945945942,Comprehension,Morado,Morado,1,325,1,1,,
Spanish,sp_16,10,1.5345945945945942,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_16,10,1.5345945945945942,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_16,10,1.5345945945945942,Comprehension,Rojo,Rojo,1,245,1,1,,
Spanish,sp_16,10,1.5345945945945942,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_16,10,1.5345945945945942,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_16,10,1.5345945945945942,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_16,10,1.5345945945945942,Production,234,Verde,1,Verde,1,1,,
Spanish,sp_16,10,1.5345945945945942,Production,245,Rojo,1,Rojo,1,1,,
Spanish,sp_16,10,1.5345945945945942,Production,266,Marron,1,Marron,1,1,,
Spanish,sp_16,10,1.5345945945945942,Production,274,Blanco,1,Blanco,1,1,,
Spanish,sp_16,10,1.5345945945945942,Production,291,Azul,1,Azul,1,1,,
Spanish,sp_16,10,1.5345945945945942,Production,297,Amarillo,1,Amarillo,1,1,,
Spanish,sp_16,10,1.5345945945945942,Production,312,Negro,1,Negro,1,1,,
Spanish,sp_16,10,1.5345945945945942,Production,325,Morado,2,"Violeta, Poa",0.5,1,,
Spanish,sp_16,10,1.5345945945945942,Production,46,Gris,1,Gris,1,1,,
Spanish,sp_16,10,1.5345945945945942,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_17,11.1,2.634594594594594,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_17,11.1,2.634594594594594,Comprehension,Blanco,Blanco,1,325,0,0,0,77.47574975435863
Spanish,sp_17,11.1,2.634594594594594,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_17,11.1,2.634594594594594,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_17,11.1,2.634594594594594,Comprehension,Marron,Marron,1,266,1,1,,
Spanish,sp_17,11.1,2.634594594594594,Comprehension,Morado,Morado,1,325,1,1,,
Spanish,sp_17,11.1,2.634594594594594,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_17,11.1,2.634594594594594,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_17,11.1,2.634594594594594,Comprehension,Rojo,Rojo,1,245,1,1,,
Spanish,sp_17,11.1,2.634594594594594,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_17,11.1,2.634594594594594,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_17,11.1,2.634594594594594,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_17,11.1,2.634594594594594,Production,234,Verde,2,"Yankon, Verde",0.5,1,,
Spanish,sp_17,11.1,2.634594594594594,Production,245,Rojo,2,"Joshin, Rojo",0.5,1,,
Spanish,sp_17,11.1,2.634594594594594,Production,266,Marron,1,Marron,1,1,,
Spanish,sp_17,11.1,2.634594594594594,Production,274,Blanco,2,"Joxo, Blanco",0.5,1,,
Spanish,sp_17,11.1,2.634594594594594,Production,291,Azul,1,Azul,1,1,,
Spanish,sp_17,11.1,2.634594594594594,Production,297,Amarillo,2,"Panshin, Amarillo",0.5,1,,
Spanish,sp_17,11.1,2.634594594594594,Production,312,Negro,2,"Wiso, Negro",0.5,1,,
Spanish,sp_17,11.1,2.634594594594594,Production,325,Morado,1,Violeta,1,1,,
Spanish,sp_17,11.1,2.634594594594594,Production,46,Gris,1,Gris,1,1,,
Spanish,sp_17,11.1,2.634594594594594,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Comprehension,Blanco,Blanco,1,274,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_18,10.7,2.2345945945945935,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Comprehension,Marron,Marron,1,266,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Comprehension,Morado,Morado,1,266,0,0,0,71.70394549813838
Spanish,sp_18,10.7,2.2345945945945935,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Comprehension,Rojo,Rojo,1,245,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Production,234,Verde,1,Verde,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Production,245,Rojo,1,Rojo,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Production,266,Marron,1,Marron,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Production,274,Blanco,1,Blanco,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Production,291,Azul,1,Azul,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Production,297,Amarillo,2,"Verde, Panshin",0,0.5,1,119.88323068719829
Spanish,sp_18,10.7,2.2345945945945935,Production,312,Negro,1,Negro,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Production,325,Morado,2,"Violeta, Poa",0.5,1,,
Spanish,sp_18,10.7,2.2345945945945935,Production,46,Gris,1,Gris,1,1,,
Spanish,sp_18,10.7,2.2345945945945935,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_19,6.3,-2.165405405405406,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_19,6.3,-2.165405405405406,Comprehension,Blanco,Blanco,1,65,0,0,1,71.63845754900088
Spanish,sp_19,6.3,-2.165405405405406,Comprehension,Celeste,Celeste,1,245,0,0,,
Spanish,sp_19,6.3,-2.165405405405406,Comprehension,Gris,Gris,1,121,0,0,0,75.79747819024061
Spanish,sp_19,6.3,-2.165405405405406,Comprehension,Marron,Marron,1,46,0,0,1,57.67650214775511
Spanish,sp_19,6.3,-2.165405405405406,Comprehension,Morado,Morado,1,266,0,0,0,71.70394549813838
Spanish,sp_19,6.3,-2.165405405405406,Comprehension,Naranja,Naranja,1,291,0,0,0,114.50241351168106
Spanish,sp_19,6.3,-2.165405405405406,Comprehension,Negro,Negro,1,325,0,0,0,49.65288410555826
Spanish,sp_19,6.3,-2.165405405405406,Comprehension,Rojo,Rojo,1,274,0,0,0,85.85165694382374
Spanish,sp_19,6.3,-2.165405405405406,Comprehension,Rosa,Rosa,1,312,0,0,0,67.30843260691783
Spanish,sp_19,6.3,-2.165405405405406,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_19,6.3,-2.165405405405406,Production,121,Naranja,1,,0,0,,
Spanish,sp_19,6.3,-2.165405405405406,Production,234,Verde,2,"Yankon, Verde",0.5,1,,
Spanish,sp_19,6.3,-2.165405405405406,Production,245,Rojo,1,Joshin,0,1,,
Spanish,sp_19,6.3,-2.165405405405406,Production,266,Marron,1,Joshin,0,0,,
Spanish,sp_19,6.3,-2.165405405405406,Production,274,Blanco,2,"Gris, Joxo",0,0.5,1,39.51001012401794
Spanish,sp_19,6.3,-2.165405405405406,Production,291,Azul,1,,0,0,,
Spanish,sp_19,6.3,-2.165405405405406,Production,297,Amarillo,2,"Panshin, Rojo",0,0.5,0,93.1910736068643
Spanish,sp_19,6.3,-2.165405405405406,Production,312,Negro,1,Wiso,0,1,,
Spanish,sp_19,6.3,-2.165405405405406,Production,325,Morado,1,,0,0,,
Spanish,sp_19,6.3,-2.165405405405406,Production,46,Gris,1,Gris,1,1,,
Spanish,sp_19,6.3,-2.165405405405406,Production,65,Rosa,1,,0,0,,
Spanish,sp_2,7.7,-0.7654054054054056,Comprehension,Amarillo,Amarillo,1,46,0,0,0,113.30812371582189
Spanish,sp_2,7.7,-0.7654054054054056,Comprehension,Blanco,Blanco,1,274,1,1,,
Spanish,sp_2,7.7,-0.7654054054054056,Comprehension,Celeste,Celeste,1,312,0,0,,
Spanish,sp_2,7.7,-0.7654054054054056,Comprehension,Gris,Gris,1,65,0,0,0,59.738584683602944
Spanish,sp_2,7.7,-0.7654054054054056,Comprehension,Marron,Marron,1,46,0,0,1,57.67650214775511
Spanish,sp_2,7.7,-0.7654054054054056,Comprehension,Morado,Morado,1,245,0,0,1,66.94457558308963
Spanish,sp_2,7.7,-0.7654054054054056,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_2,7.7,-0.7654054054054056,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_2,7.7,-0.7654054054054056,Comprehension,Rojo,Rojo,1,266,0,0,1,24.87548592490205
Spanish,sp_2,7.7,-0.7654054054054056,Comprehension,Rosa,Rosa,1,325,0,0,1,36.901482355049104
Spanish,sp_2,7.7,-0.7654054054054056,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_2,7.7,-0.7654054054054056,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_2,7.7,-0.7654054054054056,Production,234,Verde,1,Yankon,0,1,,
Spanish,sp_2,7.7,-0.7654054054054056,Production,245,Rojo,1,Joshin,0,1,,
Spanish,sp_2,7.7,-0.7654054054054056,Production,266,Marron,1,Joshin,0,0,,
Spanish,sp_2,7.7,-0.7654054054054056,Production,274,Blanco,1,Joxo,0,1,,
Spanish,sp_2,7.7,-0.7654054054054056,Production,291,Azul,2,"unpax, agua",0,0,,
Spanish,sp_2,7.7,-0.7654054054054056,Production,297,Amarillo,1,Panshin,0,1,,
Spanish,sp_2,7.7,-0.7654054054054056,Production,312,Negro,2,"Wiso, Negro",0.5,1,,
Spanish,sp_2,7.7,-0.7654054054054056,Production,325,Morado,2,"Kari, Violeta",0.5,1,,
Spanish,sp_2,7.7,-0.7654054054054056,Production,46,Gris,1,Marron,0,0,1,57.67650214775511
Spanish,sp_2,7.7,-0.7654054054054056,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_20,8.7,0.23459459459459353,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_20,8.7,0.23459459459459353,Comprehension,Blanco,Blanco,1,274,1,1,,
Spanish,sp_20,8.7,0.23459459459459353,Comprehension,Celeste,Celeste,1,325,0,0,,
Spanish,sp_20,8.7,0.23459459459459353,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_20,8.7,0.23459459459459353,Comprehension,Marron,Marron,1,266,1,1,,
Spanish,sp_20,8.7,0.23459459459459353,Comprehension,Morado,Morado,1,325,1,1,,
Spanish,sp_20,8.7,0.23459459459459353,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_20,8.7,0.23459459459459353,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_20,8.7,0.23459459459459353,Comprehension,Rojo,Rojo,1,266,0,0,1,24.87548592490205
Spanish,sp_20,8.7,0.23459459459459353,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_20,8.7,0.23459459459459353,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_20,8.7,0.23459459459459353,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_20,8.7,0.23459459459459353,Production,234,Verde,1,Verde,1,1,,
Spanish,sp_20,8.7,0.23459459459459353,Production,245,Rojo,1,Joshin,0,1,,
Spanish,sp_20,8.7,0.23459459459459353,Production,266,Marron,1,Marron,1,1,,
Spanish,sp_20,8.7,0.23459459459459353,Production,274,Blanco,2,"Joxo, Blanco",0.5,1,,
Spanish,sp_20,8.7,0.23459459459459353,Production,291,Azul,1,Nai,0,1,,
Spanish,sp_20,8.7,0.23459459459459353,Production,297,Amarillo,2,"Panshin, Amarillo",0.5,1,,
Spanish,sp_20,8.7,0.23459459459459353,Production,312,Negro,2,"Wiso, Negro",0.5,1,,
Spanish,sp_20,8.7,0.23459459459459353,Production,325,Morado,1,Morado,1,1,,
Spanish,sp_20,8.7,0.23459459459459353,Production,46,Gris,1,,0,0,,
Spanish,sp_20,8.7,0.23459459459459353,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_21,5.5,-2.9654054054054058,Comprehension,Amarillo,Amarillo,1,121,0,0,1,69.81768687087822
Spanish,sp_21,5.5,-2.9654054054054058,Comprehension,Blanco,Blanco,1,325,0,0,0,77.47574975435863
Spanish,sp_21,5.5,-2.9654054054054058,Comprehension,Celeste,Celeste,1,245,0,0,,
Spanish,sp_21,5.5,-2.9654054054054058,Comprehension,Gris,Gris,1,297,0,0,0,113.30812371582189
Spanish,sp_21,5.5,-2.9654054054054058,Comprehension,Marron,Marron,1,46,0,0,1,57.67650214775511
Spanish,sp_21,5.5,-2.9654054054054058,Comprehension,Morado,Morado,1,325,1,1,,
Spanish,sp_21,5.5,-2.9654054054054058,Comprehension,Naranja,Naranja,1,266,0,0,1,28.373205670138866
Spanish,sp_21,5.5,-2.9654054054054058,Comprehension,Negro,Negro,1,65,0,0,0,67.30843260691783
Spanish,sp_21,5.5,-2.9654054054054058,Comprehension,Rojo,Rojo,1,234,0,0,0,113.85965396047891
Spanish,sp_21,5.5,-2.9654054054054058,Comprehension,Rosa,Rosa,1,121,0,0,1,57.18996940023661
Spanish,sp_21,5.5,-2.9654054054054058,Comprehension,Verde,Verde,1,291,0,0,1,86.72483439015609
Spanish,sp_21,5.5,-2.9654054054054058,Production,121,Naranja,2,"espejokeska, Azul",0,0,0,114.50241351168106
Spanish,sp_21,5.5,-2.9654054054054058,Production,234,Verde,2,"mancoa pei, Verde",0.5,0.5,,
Spanish,sp_21,5.5,-2.9654054054054058,Production,245,Rojo,2,"Joshin, Azul",0,0.5,0,103.67861158406781
Spanish,sp_21,5.5,-2.9654054054054058,Production,266,Marron,1,espejokeska,0,0,,
Spanish,sp_21,5.5,-2.9654054054054058,Production,274,Blanco,2,"Joxo, Verde",0,0.5,0,74.88113647641842
Spanish,sp_21,5.5,-2.9654054054054058,Production,291,Azul,1,Verde,0,0,1,86.72483439015609
Spanish,sp_21,5.5,-2.9654054054054058,Production,297,Amarillo,2,"Panshin, Azul",0,0.5,0,160.2771253173702
Spanish,sp_21,5.5,-2.9654054054054058,Production,312,Negro,3,"Wiso, Azul, Marron",0,0.3333333333333333,0,59.04478317339243
Spanish,sp_21,5.5,-2.9654054054054058,Production,325,Morado,2,"Marron, Azul",0,0,0.5,60.57776343410089
Spanish,sp_21,5.5,-2.9654054054054058,Production,46,Gris,1,,0,0,,
Spanish,sp_21,5.5,-2.9654054054054058,Production,65,Rosa,3,"librokeska, Verde, Azul",0,0,0,94.47678195815166
Spanish,sp_22,6,-2.4654054054054058,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_22,6,-2.4654054054054058,Comprehension,Blanco,Blanco,1,274,1,1,,
Spanish,sp_22,6,-2.4654054054054058,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_22,6,-2.4654054054054058,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_22,6,-2.4654054054054058,Comprehension,Marron,Marron,1,46,0,0,1,57.67650214775511
Spanish,sp_22,6,-2.4654054054054058,Comprehension,Morado,Morado,1,121,0,0,0,86.42375483627173
Spanish,sp_22,6,-2.4654054054054058,Comprehension,Naranja,Naranja,1,297,0,0,1,69.81768687087822
Spanish,sp_22,6,-2.4654054054054058,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_22,6,-2.4654054054054058,Comprehension,Rojo,Rojo,1,245,1,1,,
Spanish,sp_22,6,-2.4654054054054058,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_22,6,-2.4654054054054058,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_22,6,-2.4654054054054058,Production,121,Naranja,2,"Joshin, Naranja",0.5,0.5,,
Spanish,sp_22,6,-2.4654054054054058,Production,234,Verde,2,"Pei, Verde",0.5,1,,
Spanish,sp_22,6,-2.4654054054054058,Production,245,Rojo,1,Rojo,1,1,,
Spanish,sp_22,6,-2.4654054054054058,Production,266,Marron,1,Naranja,0,0,1,28.373205670138866
Spanish,sp_22,6,-2.4654054054054058,Production,274,Blanco,2,"Joxo, Blanco",0.5,1,,
Spanish,sp_22,6,-2.4654054054054058,Production,291,Azul,1,Azul,1,1,,
Spanish,sp_22,6,-2.4654054054054058,Production,297,Amarillo,1,Naranja,0,0,1,69.81768687087822
Spanish,sp_22,6,-2.4654054054054058,Production,312,Negro,2,"Wiso, Negro",0.5,1,,
Spanish,sp_22,6,-2.4654054054054058,Production,325,Morado,1,Joshin,0,0,,
Spanish,sp_22,6,-2.4654054054054058,Production,46,Gris,1,,0,0,,
Spanish,sp_22,6,-2.4654054054054058,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_23,8.5,0.03459459459459424,Comprehension,Amarillo,Amarillo,1,274,0,0,1,109.73825859744632
Spanish,sp_23,8.5,0.03459459459459424,Comprehension,Blanco,Blanco,1,46,0,0,1,39.51001012401794
Spanish,sp_23,8.5,0.03459459459459424,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_23,8.5,0.03459459459459424,Comprehension,Gris,Gris,1,266,0,0,1,57.67650214775511
Spanish,sp_23,8.5,0.03459459459459424,Comprehension,Marron,Marron,1,46,0,0,1,57.67650214775511
Spanish,sp_23,8.5,0.03459459459459424,Comprehension,Morado,Morado,1,65,0,0,1,36.901482355049104
Spanish,sp_23,8.5,0.03459459459459424,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_23,8.5,0.03459459459459424,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_23,8.5,0.03459459459459424,Comprehension,Rojo,Rojo,1,234,0,0,0,113.85965396047891
Spanish,sp_23,8.5,0.03459459459459424,Comprehension,Rosa,Rosa,1,297,0,0,0,123.32584725028245
Spanish,sp_23,8.5,0.03459459459459424,Comprehension,Verde,Verde,1,297,0,0,1,119.88323068719829
Spanish,sp_23,8.5,0.03459459459459424,Production,121,Naranja,2,"Joshin, Naranja",0.5,0.5,,
Spanish,sp_23,8.5,0.03459459459459424,Production,234,Verde,1,Yankon,0,1,,
